duo_KillDeathRatio,duo_WinRatio,duo_Wins,duo_Rating,duo_DamagePg,duo_HealsPg,duo_KillsPg,duo_MoveDistancePg,duo_RevivesPg,duo_TimeSurvivedPg,duo_RoundMostKills,duo_WinPoints
6.41,46.32,63,2483.96,430.98,3.79,3.44,6672.34,0.15,1612.27,17,5891
2.03,15.71,11,2356.86,236.13,1.6,1.71,5081.94,0.19,1347.35,8,3292
8.0,50.0,1,1410.64,617.16,5.5,4.0,3082.37,0.5,1055.2,8,2165
7.92,43.01,40,2586.22,579.35,2.22,4.52,5601.19,0.24,1526.78,15,5115
2.91,6.92,11,2275.28,364.12,2.6,2.71,4119.96,0.24,1130.38,14,1855
1.0,5.8,13,2407.22,126.4,1.82,0.94,5129.12,0.22,1237.8,7,2020
1.12,0.0,0,1455.51,189.02,0.75,1.12,3628.19,0.0,1014.13,5,2212
3.3,6.25,2,2018.17,381.08,3.81,3.09,5325.91,0.09,1221.35,12,1660
1.19,3.7,1,1608.34,134.52,1.26,1.15,2387.69,0.15,745.58,10,1342
3.2,28.57,4,1886.85,331.77,2.07,2.29,4886.02,0.21,1301.27,8,1592
2.03,2.53,5,2209.8,239.31,1.68,1.97,2344.86,0.24,760.2,12,3802
1.8,0.0,0,1665.28,233.86,1.04,1.8,3542.14,0.08,1123.08,8,1386
4.14,30.0,3,1589.0,326.93,1.8,2.9,2704.41,0.2,1098.36,7,1322
2.11,14.67,11,2279.59,225.94,2.81,1.8,2925.27,0.19,1114.37,10,1897
6.5,50.0,4,1607.15,428.47,2.12,3.25,5491.83,0.25,1672.58,8,1348
4.6,37.5,3,1760.14,358.12,1.88,2.88,6099.02,0.62,1530.18,8,1466
1.29,1.11,2,2217.64,169.87,2.02,1.28,3391.66,0.22,1030.84,6,1850
1.7,6.67,8,2245.78,223.75,3.44,1.58,3462.59,0.18,943.71,11,3955
2.1,16.67,2,1933.74,303.91,2.83,1.75,5478.77,0.33,1511.93,7,1634
9.44,39.06,91,2711.33,753.95,1.78,5.76,4966.11,0.26,1461.99,20,3817
1.61,18.18,4,1985.47,185.06,1.73,1.32,6565.73,0.14,1403.27,5,1679
2.4,20.37,11,2363.49,245.29,1.67,1.91,5943.4,0.19,1396.05,9,1983
1.01,0.0,0,1688.07,144.64,1.04,1.01,2914.78,0.14,903.11,8,2529
2.38,8.72,34,2374.67,265.41,1.39,2.18,3952.26,0.12,1168.73,12,4528
3.75,10.0,4,1799.63,401.62,2.42,3.38,3227.31,0.22,854.04,23,1451
4.2,18.6,8,2274.92,369.21,2.14,3.42,2801.03,0.37,1031.92,12,2917
2.81,10.14,28,2533.14,326.2,2.38,2.52,3413.59,0.28,1070.49,13,2092
3.78,20.63,13,2307.13,398.97,1.94,3.0,4590.75,0.24,1320.01,10,1919
1.85,4.43,9,2403.99,259.88,2.11,1.76,4673.46,0.24,1175.68,9,1981
2.75,20.0,3,1500.41,227.72,0.73,2.2,2466.1,0.07,742.01,7,2210
6.38,22.58,7,2286.98,639.04,2.77,4.94,6344.75,0.26,1404.02,15,1891
1.22,0.93,1,2403.78,156.28,1.9,1.21,4870.65,0.1,1239.46,7,3048
2.69,12.02,41,2414.68,283.28,2.25,2.37,3125.7,0.24,1249.89,10,5456
4.62,11.11,1,1491.89,471.01,3.44,4.11,2886.64,0.11,1149.63,9,1221
3.13,13.89,5,1994.64,318.06,1.47,2.69,4072.78,0.44,1250.41,11,1641
1.25,1.65,3,2000.72,162.81,1.93,1.23,3664.31,0.15,1061.36,12,1648
1.0,0.0,0,1210.75,220.49,0.0,1.0,6589.12,0.0,1119.78,1,1006
2.25,33.33,2,1463.14,228.39,1.5,1.5,4275.14,0.17,1256.61,4,1239
2.39,3.77,2,1991.81,285.17,2.81,2.3,2871.01,0.26,956.24,9,1621
1.43,3.23,2,2102.41,191.4,2.03,1.39,3949.95,0.15,1045.03,6,1740
2.46,6.99,13,2284.78,288.51,1.54,2.29,3716.51,0.18,1091.02,10,1879
6.5,33.33,1,1453.81,464.32,0.67,4.33,4139.9,1.0,1243.83,7,1214
1.78,11.27,24,2496.65,217.84,2.18,1.58,3649.06,0.2,1175.19,14,3080
2.71,20.83,35,2275.56,232.0,1.82,2.15,4720.62,0.23,1348.77,11,3295
1.26,3.23,6,2255.11,180.58,1.88,1.22,4978.46,0.15,1059.24,8,1871
2.52,7.56,9,2172.5,292.28,1.76,2.33,3167.11,0.29,963.39,15,1775
3.44,19.55,26,2645.66,352.2,4.05,2.77,6257.5,0.14,1339.46,15,2198
2.23,13.75,11,2298.49,247.48,2.98,1.92,5440.27,0.18,1327.54,7,4046
2.38,9.62,5,1909.91,245.35,2.92,2.15,3807.36,0.15,1134.05,9,1570
3.83,20.0,3,1724.98,301.67,2.93,3.07,6069.09,0.27,1370.27,11,2565
5.0,34.69,17,2391.56,357.76,3.65,3.27,5739.18,0.16,1464.77,10,3253
2.83,8.1,17,2382.96,330.59,1.62,2.6,3830.9,0.28,1133.95,14,3520
1.43,6.33,10,2270.44,167.01,1.39,1.34,3432.96,0.14,1030.84,7,1888
4.1,20.0,35,2359.57,371.8,2.14,3.28,5570.93,0.27,1161.65,19,8256
4.61,15.38,6,1976.52,447.03,2.49,3.9,3956.52,0.26,1151.2,18,2731
2.98,12.9,12,2030.93,327.38,1.12,2.59,3258.12,0.24,1002.25,15,1660
2.05,4.61,17,2395.05,242.75,2.02,1.95,2967.51,0.22,836.5,10,1979
2.1,3.88,5,2284.02,260.64,1.86,2.02,3492.48,0.23,960.09,11,1880
2.34,8.75,14,2385.64,290.55,2.34,2.13,5016.78,0.24,1210.48,9,1964
2.4,6.25,1,1481.45,291.52,3.62,2.25,1930.83,0.19,907.1,5,2199
2.18,2.22,1,1862.97,251.88,1.87,2.13,5071.02,0.11,1240.38,10,2686
4.22,38.5,87,2696.23,288.44,1.67,2.6,4661.31,0.32,1408.52,13,3927
4.4,50.0,5,1908.2,203.6,1.9,2.2,6107.99,0.1,1571.9,5,1620
1.3,2.56,4,2222.12,182.4,1.46,1.26,4575.59,0.12,985.75,7,1852
1.13,6.08,11,2169.43,152.64,1.73,1.06,4173.6,0.2,1117.14,9,1816
2.34,15.94,11,2371.25,244.03,2.58,1.97,4093.02,0.14,1376.67,6,4071
2.46,7.02,8,2426.03,310.67,3.26,2.29,4216.9,0.25,1222.96,9,2015
5.38,17.24,10,2191.3,529.18,2.14,4.45,2489.47,0.12,1101.85,20,3867
1.72,4.3,4,1987.77,206.67,2.1,1.65,3318.89,0.19,861.04,9,1644
2.76,8.89,4,1647.65,290.14,1.53,2.51,2643.53,0.24,852.2,11,2347
4.93,35.55,139,2735.83,415.08,2.58,3.18,6729.05,0.22,1653.37,13,5901
3.82,25.58,122,2661.02,368.8,3.4,2.84,6544.2,0.24,1526.84,13,6596
5.8,20.6,55,2361.1,539.7,2.48,4.6,3988.16,0.3,1253.23,17,4606
1.44,3.23,3,2317.11,186.76,1.71,1.4,3850.14,0.09,1087.32,8,1940
3.37,23.81,70,2657.36,311.74,1.59,2.57,5046.29,0.27,1520.39,11,3204
2.39,15.15,5,2237.74,264.4,2.24,2.03,4895.26,0.21,1230.43,10,1868
2.45,6.25,9,2118.25,282.43,2.64,2.3,3932.22,0.2,1059.94,10,4076
1.77,13.76,15,2395.5,191.95,2.17,1.52,5696.71,0.17,1264.17,9,2002
4.7,28.57,12,2356.27,437.04,2.17,3.36,4885.84,0.36,1223.93,11,3525
1.42,2.88,3,2028.8,176.15,1.24,1.38,2358.78,0.15,812.96,8,1675
4.97,36.61,67,2703.46,360.76,5.34,3.15,6352.05,0.23,1558.99,13,5598
1.63,5.0,5,2087.88,196.3,1.59,1.55,3923.56,0.27,1136.51,6,1727
1.77,7.18,13,2363.46,236.55,1.69,1.65,3529.55,0.17,1024.3,15,2987
2.26,8.11,9,1945.57,236.66,1.4,2.08,3450.83,0.18,824.76,11,1584
1.4,5.32,5,2221.21,179.55,1.86,1.33,5579.95,0.13,1232.47,7,2933
2.07,9.09,3,1606.51,267.02,2.94,1.88,3459.93,0.21,933.82,8,1321
1.5,0.0,0,1231.91,291.51,1.5,1.5,3728.79,0.0,890.58,3,1025
1.73,6.73,27,2543.69,223.69,2.21,1.61,4808.58,0.16,1131.39,12,3110
2.42,0.0,0,1339.09,278.58,0.58,2.42,2282.62,0.0,940.8,8,1084
2.92,0.0,0,1588.49,344.38,3.67,2.92,2802.26,0.08,1091.39,6,1284
1.25,6.98,15,2315.85,165.58,1.89,1.16,4615.26,0.2,1202.53,7,1935
4.49,28.42,54,2444.48,436.19,1.89,3.21,5546.03,0.26,1308.87,13,5132
2.93,23.93,78,2747.0,296.19,2.16,2.23,5167.13,0.14,1423.03,9,2294
2.11,0.0,0,1892.21,257.99,1.14,2.11,3474.2,0.25,987.3,8,1552
1.27,8.08,8,2355.18,146.07,1.44,1.17,4589.9,0.23,1236.53,7,1967
1.51,5.56,5,2258.2,181.91,1.76,1.42,5061.56,0.18,1346.8,7,1880
3.01,17.12,38,2432.97,331.3,2.8,2.5,5710.42,0.21,1211.46,15,3040
5.74,33.9,80,2662.5,434.56,1.17,3.8,5213.21,0.32,1506.97,16,5676
1.57,4.44,10,2298.26,200.42,2.01,1.5,4338.58,0.18,1135.69,10,1905
2.6,9.64,8,2093.15,282.78,2.36,2.35,2897.82,0.3,1007.75,11,1711
3.93,13.41,11,1819.41,397.94,2.87,3.4,4126.22,0.16,1059.72,12,4316
3.72,20.2,20,2364.56,362.87,1.99,2.97,4051.98,0.35,1145.64,16,4282
4.55,25.93,7,2161.25,404.63,2.96,3.37,5729.35,0.41,1421.44,12,1783
3.31,21.21,7,2025.94,307.1,7.24,2.61,7605.9,0.24,1624.04,9,2805
1.91,6.37,10,2120.65,235.57,1.36,1.79,2158.68,0.17,792.68,16,3060
1.56,5.26,3,2242.61,194.99,3.0,1.47,2909.31,0.19,969.2,6,1874
1.7,7.5,6,2099.81,198.01,1.34,1.58,2967.65,0.29,844.4,11,1734
4.88,25.9,36,2420.81,483.98,2.41,3.62,4721.55,0.26,1202.24,16,7595
2.57,30.77,28,2317.4,244.35,4.51,1.78,6573.4,0.14,1492.39,9,3234
1.78,1.59,3,2218.96,249.7,2.15,1.75,3595.08,0.21,1074.27,11,3929
1.35,7.28,11,2351.02,172.41,2.11,1.25,4745.26,0.13,1081.1,10,3347
2.41,8.11,3,2097.88,291.78,2.27,2.22,4123.89,0.19,1233.65,9,1738
0.5,0.0,0,1295.22,59.28,0.12,0.5,2672.94,0.12,973.51,2,1083
2.57,12.5,4,1926.01,251.31,1.88,2.25,2514.48,0.22,1028.62,9,1591
3.38,18.75,3,1847.08,383.57,1.56,2.75,4604.13,0.06,1392.8,9,1549
2.68,11.43,4,1875.5,303.89,1.43,2.37,3899.06,0.26,1301.89,13,1550
4.77,31.58,72,2716.95,418.12,3.46,3.26,7443.69,0.21,1522.44,11,3378
5.17,14.29,2,1829.84,484.97,2.43,4.43,4835.66,0.21,1082.08,13,1470
2.08,5.51,7,2010.27,265.76,2.06,1.97,2954.62,0.21,982.79,9,3678
2.19,12.5,3,1918.82,280.86,2.12,1.92,5170.58,0.29,1241.37,7,2654
1.7,5.23,9,2319.27,203.98,1.59,1.61,4347.84,0.19,1095.12,9,3940
2.41,7.35,5,2056.81,269.57,2.22,2.24,2838.24,0.22,869.73,10,1686
1.33,4.32,8,2246.23,170.07,2.25,1.27,3344.04,0.13,989.92,9,1869
2.66,12.12,8,2297.39,322.07,4.09,2.33,4786.85,0.12,1172.1,12,5128
4.04,34.84,85,2549.47,341.02,3.45,2.63,7427.88,0.2,1582.5,10,5283
2.71,15.15,5,1953.94,259.5,2.79,2.3,3235.56,0.12,1137.96,7,3774
2.64,10.64,5,2016.26,320.42,1.57,2.36,5278.77,0.15,1258.71,10,4089
1.46,4.92,6,2290.46,173.04,1.67,1.39,3784.51,0.11,1049.87,8,1912
2.1,2.59,5,2099.03,258.04,1.95,2.04,2401.05,0.18,828.46,10,3840
3.11,25.0,3,1712.55,283.11,3.33,2.33,4561.33,0.17,1327.82,7,1434
1.9,4.93,7,2296.81,238.15,1.48,1.81,2849.06,0.27,885.4,8,1889
1.14,2.42,5,2203.43,143.39,1.57,1.11,2824.25,0.13,890.48,7,6172
9.0,50.0,1,1350.0,582.21,3.5,4.5,6133.44,1.0,1829.13,5,1126
6.0,42.86,3,1594.41,373.28,1.29,3.43,3455.16,0.14,1210.35,13,3358
2.58,11.35,16,2147.36,301.0,2.14,2.29,3117.27,0.19,902.18,16,4354
3.07,17.32,31,2351.78,327.72,1.81,2.54,4400.76,0.22,1348.36,12,4217
6.6,16.67,1,1310.48,578.59,4.83,5.5,5621.47,0.17,1302.25,15,2148
2.77,18.75,3,1895.9,290.9,1.31,2.25,3783.83,0.31,1181.45,12,1601
4.63,13.39,15,2215.78,462.23,3.68,4.01,3722.91,0.24,1172.79,14,4990
4.93,14.89,21,2365.73,485.32,2.41,4.2,5236.36,0.28,1096.54,14,4042
3.21,12.73,7,2177.41,327.58,3.11,2.8,4040.03,0.22,1081.88,10,1788
1.17,4.5,5,1877.37,151.56,2.78,1.12,3327.69,0.13,865.62,9,4871
1.77,19.78,18,2511.84,168.73,5.01,1.42,6605.94,0.24,1499.99,8,2112
1.44,5.26,5,1844.6,177.58,1.85,1.37,2078.44,0.15,834.15,8,3519
2.18,10.53,2,1964.38,220.15,1.79,1.95,3434.25,0.32,1120.21,5,1646
1.4,2.67,2,2214.06,181.34,2.05,1.36,5680.69,0.08,1249.9,7,1853
2.29,21.43,66,2633.03,224.11,2.2,1.8,5056.35,0.15,1508.91,11,4516
1.42,3.07,5,1924.5,172.03,1.52,1.38,2879.02,0.15,910.6,7,3608
1.62,8.47,10,2203.13,197.92,2.21,1.48,4843.67,0.07,1401.29,6,1859
1.84,8.82,3,1918.27,218.3,1.53,1.68,3571.09,0.32,1082.34,9,1581
4.88,22.73,5,1994.98,506.36,4.27,3.77,5760.83,0.5,1544.02,10,3963
3.36,15.38,2,1780.2,378.1,3.62,2.85,4360.18,0.0,1170.26,9,1452
3.61,23.63,69,2548.52,347.22,3.28,2.76,7946.81,0.2,1546.64,12,3894
1.55,4.0,8,2227.31,197.23,1.84,1.48,2762.81,0.2,961.64,10,1838
1.66,9.77,21,2592.54,199.94,1.53,1.5,3823.97,0.22,1157.33,9,4872
3.47,14.55,8,2354.69,368.27,2.47,2.96,3708.52,0.33,1087.26,10,3230
1.75,0.0,0,1358.2,204.03,0.89,1.75,1282.4,0.11,603.69,5,1079
1.65,3.92,2,1723.3,193.69,1.51,1.59,2615.09,0.06,943.76,8,2593
1.57,6.25,7,2211.83,182.83,1.71,1.47,3238.44,0.15,964.05,8,1834
4.36,34.78,24,2353.06,281.54,2.13,2.84,3912.72,0.32,1295.39,9,1966
1.34,5.88,2,1424.58,141.86,0.94,1.26,2277.77,0.03,782.43,10,1167
1.28,1.2,2,2100.96,150.8,1.22,1.26,3248.58,0.16,952.5,8,2897
4.06,19.05,4,1755.65,424.01,1.57,3.29,5252.27,0.1,1306.15,10,1455
1.67,5.71,2,1708.22,221.98,2.06,1.57,4362.1,0.14,1079.35,6,1423
1.6,9.52,6,2000.33,181.31,1.71,1.44,3677.74,0.22,965.84,8,1666
2.6,10.26,4,1978.64,269.86,1.9,2.33,2759.42,0.21,923.81,7,2683
2.28,6.8,7,2096.19,276.41,2.54,2.13,4020.37,0.21,1278.51,13,2748
2.67,25.0,1,1428.37,294.1,2.25,2.0,4326.31,0.0,990.77,5,1200
2.03,5.0,2,1968.54,238.86,1.52,1.92,5214.58,0.3,1187.71,7,1625
1.69,3.33,3,2184.51,192.03,1.5,1.63,4644.66,0.21,1144.82,9,1801
1.7,6.25,4,1947.63,234.46,1.3,1.59,3576.94,0.11,1214.27,7,2821
3.22,17.87,47,2573.09,314.0,1.65,2.65,6173.39,0.16,1285.05,13,5123
3.2,8.33,6,1815.79,356.01,2.57,2.93,3430.8,0.26,931.74,20,3860
3.14,11.9,5,1984.83,373.49,2.14,2.76,4149.28,0.19,1229.14,13,1635
2.51,9.26,5,1904.31,291.33,1.06,2.28,2323.28,0.11,724.02,13,2680
1.79,8.99,8,2140.95,211.9,1.72,1.63,4017.79,0.24,1096.66,9,3126
1.97,4.05,13,2217.84,242.21,2.59,1.89,3311.1,0.19,948.48,11,3882
3.8,17.69,26,2186.02,382.05,1.83,3.13,3588.48,0.22,1319.81,15,6406
1.98,10.42,5,1612.37,211.54,1.75,1.77,2753.55,0.15,903.28,9,2570
2.9,13.89,10,2178.06,312.53,2.0,2.5,2693.63,0.15,1020.72,11,1788
1.53,8.57,3,1808.69,191.84,1.46,1.4,2640.44,0.11,878.72,10,1505
3.97,22.37,17,2312.88,374.31,2.49,3.08,3840.76,0.37,1280.56,10,3117
3.38,18.52,20,2297.15,335.59,1.65,2.75,4169.44,0.26,1237.09,12,1874
1.24,2.22,3,1976.96,170.4,2.73,1.21,3515.35,0.18,998.52,10,1638
3.19,10.84,9,2364.19,351.63,1.98,2.84,4121.44,0.17,1164.89,15,1945
3.71,17.65,6,2246.25,381.5,2.5,3.06,4873.18,0.09,1259.07,10,2907
3.93,25.0,5,1831.58,359.42,1.9,2.95,2912.93,0.3,970.23,15,3502
2.78,22.8,57,2712.46,255.86,1.91,2.14,5804.44,0.26,1301.23,18,4714
3.87,22.49,152,2720.37,367.75,2.59,3.0,5371.53,0.18,1345.83,16,5799
2.69,15.62,10,2332.18,293.89,1.56,2.27,4862.42,0.19,1331.7,11,4304
2.19,15.38,58,2598.7,265.81,2.14,1.86,5839.71,0.25,1379.78,11,2177
1.51,15.0,12,2438.64,174.39,1.95,1.29,5260.21,0.15,1260.85,7,4081
1.31,3.5,7,2097.13,167.89,1.48,1.26,2812.87,0.09,907.78,12,3922
2.64,8.33,2,1836.75,298.82,1.71,2.42,2395.73,0.17,953.8,9,1507
2.42,6.48,7,2100.33,277.52,1.77,2.26,1867.56,0.22,745.98,12,1708
1.74,0.0,0,1612.18,228.39,1.55,1.74,2453.88,0.29,802.33,10,2328
2.57,13.79,12,2240.45,272.2,2.41,2.22,4590.14,0.2,1227.45,12,3399
3.29,11.63,10,1955.88,337.93,2.36,2.91,4601.66,0.21,1122.78,20,4235
3.52,12.9,4,2222.72,405.95,1.71,3.06,2558.8,0.19,984.46,13,1832
1.25,3.11,13,2307.18,155.41,2.24,1.21,2804.51,0.16,989.51,8,1928
1.86,15.58,12,2292.07,230.06,2.42,1.57,6106.68,0.12,1258.38,7,1908
4.67,14.29,5,1876.8,492.78,2.09,4.0,3714.27,0.4,1176.89,11,2778
2.18,6.67,2,1736.25,291.92,1.97,2.03,3572.51,0.23,1111.38,8,2531
1.19,3.45,4,1932.52,155.98,1.28,1.15,3704.45,0.2,901.56,8,2616
1.68,5.56,4,1909.82,212.35,1.88,1.58,2389.28,0.11,770.87,11,3766
1.08,5.07,7,2148.31,147.31,1.38,1.03,4555.76,0.12,1109.26,7,2833
0.74,3.03,3,1999.88,101.52,1.44,0.72,2977.63,0.1,862.88,5,1678
3.41,25.0,94,2755.13,329.49,2.61,2.56,6399.8,0.27,1503.0,11,4531
4.5,33.33,1,1321.46,273.34,1.67,3.0,8526.64,0.33,1678.13,5,2155
2.25,8.46,11,2093.68,254.19,2.16,2.06,3051.97,0.1,972.32,10,1706
4.0,25.0,1,1366.6,227.72,4.5,3.0,7983.32,0.25,1754.04,5,1136
2.53,14.13,26,2515.85,289.42,2.51,2.17,5103.64,0.27,1363.2,9,2092
6.43,40.0,60,2688.53,502.02,4.09,3.86,7503.97,0.27,1607.64,13,5360
1.51,5.45,11,2320.72,173.47,2.1,1.43,3455.37,0.14,906.05,9,1918
2.62,16.0,36,2399.14,308.97,3.43,2.2,5737.58,0.16,1330.16,11,5695
1.42,5.56,6,1872.74,172.15,1.79,1.34,3498.05,0.16,918.01,10,4345
2.05,7.22,19,2362.82,231.78,1.89,1.9,3041.48,0.25,1052.89,14,1954
3.12,13.97,32,2498.51,336.91,2.48,2.68,4489.35,0.27,1167.6,14,4928
2.43,16.07,9,2152.68,246.18,2.0,2.04,5112.82,0.23,1220.68,9,2880
4.13,27.66,52,2371.01,377.42,2.76,2.99,6300.01,0.15,1450.0,10,4503
2.36,5.85,10,2201.84,271.4,2.27,2.22,3414.54,0.21,1234.63,10,4477
1.47,2.23,4,2081.24,173.88,1.74,1.44,2713.1,0.17,955.62,9,2821
1.57,8.0,2,1909.45,180.39,2.56,1.44,4955.59,0.16,1286.3,8,1615
1.81,3.39,2,1915.72,226.64,1.15,1.75,3376.08,0.1,933.72,8,2604
3.17,10.0,2,1707.1,316.57,1.9,2.85,2075.52,0.05,1118.62,10,3409
2.57,11.64,17,2263.03,307.24,1.74,2.27,3263.74,0.14,1120.04,12,1855
2.61,14.81,8,2414.09,288.42,4.8,2.22,6292.49,0.31,1294.86,11,2002
2.36,16.0,8,2269.86,235.85,2.22,1.98,3734.97,0.18,1252.67,9,1903
2.47,5.78,10,2462.23,298.52,2.09,2.32,3428.26,0.18,1062.61,12,4455
2.99,11.68,34,2571.4,325.4,2.07,2.64,4629.14,0.25,1222.83,13,2131
2.44,15.74,17,2315.32,294.82,2.1,2.06,5358.37,0.22,1530.89,8,4162
2.04,3.61,3,1992.69,262.45,1.63,1.96,3398.79,0.2,956.38,10,1632
2.09,21.43,3,1853.91,204.74,1.36,1.64,4660.62,0.14,1306.07,8,1574
3.88,14.5,19,2040.85,396.13,2.44,3.31,3888.17,0.41,1011.14,17,5727
2.2,4.76,3,1959.49,254.81,1.16,2.1,3013.41,0.1,1046.59,8,1594
3.04,19.78,71,2704.0,305.54,2.54,2.44,6537.4,0.18,1570.69,12,5897
3.03,14.71,5,2131.35,308.51,2.06,2.59,4661.62,0.24,1213.36,9,4970
2.22,4.84,3,1819.91,251.39,1.31,2.11,3302.24,0.16,1001.45,14,1503
3.0,0.0,0,1322.09,409.69,1.5,3.0,1909.87,0.0,666.74,10,1073
5.8,37.5,3,1584.45,394.36,1.38,3.62,4331.06,0.12,1476.49,7,1303
4.0,31.37,16,1991.29,350.55,2.41,2.75,6877.71,0.37,1521.45,10,1662
1.0,0.0,0,1262.32,84.1,1.5,1.0,2128.74,0.0,1106.22,1,1056
1.28,2.67,4,1700.49,167.22,1.54,1.25,2678.89,0.08,791.43,8,1394
2.1,14.04,8,2194.68,229.12,2.46,1.81,5966.22,0.28,1399.61,7,1824
0.65,10.42,5,2019.42,78.95,2.06,0.58,5672.69,0.17,1264.33,3,1734
2.05,6.8,14,2188.74,249.79,1.37,1.91,2890.06,0.19,871.82,15,1796
1.96,10.41,48,2256.57,242.81,3.27,1.76,5397.82,0.2,1273.1,10,3227
2.05,6.06,14,2280.11,250.21,1.83,1.92,4796.5,0.15,1053.19,13,1881
1.81,5.13,2,1675.48,232.4,1.85,1.72,3433.89,0.13,1023.32,12,3460
1.44,4.18,11,2148.53,192.88,1.29,1.38,5967.79,0.2,1138.41,9,2783
0.89,6.31,7,2250.06,120.58,2.0,0.84,5145.91,0.17,1207.37,5,1876
2.83,14.29,2,1499.98,275.88,1.14,2.43,3834.52,0.14,1222.17,7,1234
1.66,6.98,6,2018.42,222.19,2.48,1.55,4617.23,0.27,1110.8,9,3895
3.39,19.72,14,2441.71,326.57,1.83,2.72,4432.43,0.23,1254.61,13,2026
1.4,2.86,2,2016.67,180.45,1.54,1.36,4702.05,0.2,1190.43,5,1670
6.01,36.99,118,2544.78,447.22,4.68,3.79,6338.65,0.21,1648.03,20,5649
2.36,6.38,3,1785.42,270.2,1.81,2.21,2286.71,0.26,783.01,16,1447
4.69,36.36,28,2259.56,342.39,4.27,2.99,6403.43,0.14,1498.67,9,1890
3.2,33.33,5,1990.18,297.77,2.0,2.13,5163.49,0.27,1432.55,7,1683
2.43,8.33,4,1812.49,285.95,1.27,2.23,2332.92,0.12,804.59,10,1470
1.92,5.88,3,1968.4,227.5,3.24,1.8,3067.42,0.25,1031.47,11,3855
1.49,4.6,4,1974.61,189.5,1.82,1.43,4152.54,0.09,995.13,11,2643
5.64,38.06,110,2740.94,456.43,3.58,3.49,6516.83,0.24,1476.36,15,6405
3.5,33.33,1,1409.56,232.24,1.33,2.33,8522.4,1.0,1543.74,4,1178
3.73,10.61,21,2445.58,376.32,2.67,3.34,4160.34,0.21,1164.5,13,3399
2.73,8.33,1,1452.67,291.44,1.42,2.5,4368.72,0.08,1082.29,9,1188
3.13,11.36,5,1757.28,316.79,3.18,2.77,4106.23,0.18,1109.18,11,2620
3.35,18.45,19,2276.45,337.98,3.13,2.73,4527.99,0.28,1075.66,10,4456
4.61,24.24,24,2448.46,435.48,2.58,3.49,4825.47,0.38,1222.43,16,5730
2.33,0.0,0,1739.46,293.04,2.33,2.33,2640.17,0.3,1044.91,10,2393
12.0,60.0,6,1882.63,535.9,3.9,4.8,6561.96,0.0,1806.46,9,2736
2.22,4.67,12,2253.64,253.5,1.6,2.11,2433.51,0.2,793.68,13,1850
2.36,16.03,21,2401.67,262.51,2.51,1.98,6311.03,0.23,1307.17,10,5902
3.5,20.0,4,1831.85,419.18,2.05,2.8,4462.29,0.3,1140.96,7,3562
2.47,9.78,9,2076.59,288.14,1.87,2.23,3994.45,0.14,1077.33,13,2699
6.21,18.97,11,2312.1,610.81,1.6,5.03,3820.05,0.4,1250.56,16,1888
1.14,1.85,5,2185.86,158.38,1.34,1.12,3621.86,0.15,1041.65,8,1820
3.19,16.41,42,2566.88,341.79,1.48,2.66,5689.34,0.29,1234.19,11,6137
3.62,20.0,2,1803.54,356.08,2.1,2.9,5930.15,0.2,1489.81,8,1522
2.46,6.35,4,1662.32,294.43,1.56,2.3,2035.94,0.17,673.42,14,2663
2.08,8.26,10,2294.58,266.69,1.2,1.91,3759.47,0.21,1058.46,9,1883
1.75,0.0,0,1444.93,223.52,2.25,1.75,6094.22,0.5,1387.63,2,1210
1.84,8.46,23,2435.79,225.89,2.05,1.68,5085.55,0.16,1160.57,12,2031
1.7,1.92,2,1931.69,215.01,1.42,1.66,2686.98,0.13,781.02,10,2610
1.59,5.0,6,1965.23,198.15,1.83,1.51,3256.02,0.15,938.74,9,1614
3.12,15.43,25,2374.1,326.55,3.48,2.64,3965.69,0.28,1190.58,13,3807
0.85,1.39,1,1960.27,122.63,1.03,0.83,2639.8,0.12,847.84,10,1629
1.43,8.2,5,2156.38,183.51,1.84,1.31,5502.84,0.15,1259.67,9,2792
2.67,14.29,5,2025.93,272.59,3.34,2.29,2615.67,0.2,1260.78,9,1684
3.77,9.52,6,2219.08,387.74,1.87,3.41,2991.01,0.27,967.27,11,2931
1.51,8.18,9,1918.43,180.18,2.14,1.39,3587.29,0.1,1068.03,7,2670
1.38,12.5,3,1777.01,187.21,1.21,1.21,4767.95,0.12,1257.15,4,1488
1.81,6.9,2,2147.26,217.8,1.86,1.69,3954.53,0.24,1188.09,7,1765
3.88,10.71,3,2046.35,406.35,2.68,3.46,4112.14,0.32,1320.09,9,2745
2.45,22.92,44,2326.92,233.51,2.46,1.89,3999.01,0.21,1218.62,9,4402
1.21,0.0,0,1735.98,157.63,1.45,1.21,2264.74,0.14,782.99,7,1429
3.2,5.88,5,2136.02,358.19,1.41,3.01,1919.8,0.13,664.5,16,2765
1.57,6.94,5,2193.05,212.16,2.36,1.46,5245.28,0.22,1259.15,8,1834
2.02,11.86,7,2295.79,229.07,2.36,1.78,6926.97,0.24,1343.76,6,1919
2.46,18.6,8,1969.9,265.74,2.37,2.0,4896.96,0.09,1232.63,13,3780
1.68,4.08,4,2196.05,218.18,2.03,1.61,4055.76,0.13,1091.47,12,3022
1.73,20.97,13,2231.16,178.26,2.79,1.37,5213.37,0.21,1428.93,8,2965
1.77,3.92,8,2230.21,226.28,2.27,1.7,3279.86,0.21,1025.64,10,1847
